target,layer,split,r2,pearson_r,mse,contrast_sign_accuracy,task_macro_r2
contextual_outcome_history,2,transfer,-0.2976618281721639,-0.0456268300438996,2.2545432418015596,,-0.29766182817216386
contextual_outcome_history,3,validation,0.04954308991487266,0.24357391788850152,2.430877735583602,1.0,-0.17118968536212512
contextual_outcome_history,3,test,0.01388833487132568,0.196044190165734,2.5543142864467425,1.0,-0.05326187619924158
contextual_outcome_history,3,transfer,-0.6660522104242197,-0.06778081572387114,2.894580598699812,,-0.6660522104242195
contextual_outcome_history,4,validation,0.0016643078142701828,0.05943274351926616,2.553331961735516,1.0,-0.1142263461961717
contextual_outcome_history,4,test,-0.01569023883759546,0.0345644574783174,2.6309313431849946,1.0,-0.05161122499704918
contextual_outcome_history,4,transfer,-0.27325440410952884,-0.22541702117784473,2.212138054428738,,-0.27325440410952856
contextual_outcome_history,5,validation,0.0008533129858938615,0.042966347049342345,2.5554061528440815,1.0,-0.07235813967857344
contextual_outcome_history,5,test,-0.013199742816846882,0.018972146252396613,2.6244802385169375,1.0,-0.03838838953183224
contextual_outcome_history,5,transfer,-0.19147667693658477,-0.08689394166136725,2.070058339879878,,-0.1914766769365844
contextual_outcome_history,6,validation,0.004459445004895035,0.0739113446130722,2.5461831507873343,1.0,-0.07347349959504906
contextual_outcome_history,6,test,-0.012707249814146726,0.04888141884436275,2.6232045392657697,1.0,-0.039565721871084314
contextual_outcome_history,6,transfer,-0.28587307435720555,-0.03144185786444561,2.2340615919096045,,-0.28587307435720505
contextual_outcome_history,7,validation,0.05093366664836807,0.23213111024201236,2.427321212415422,1.0,-0.1846337306240082
contextual_outcome_history,7,test,0.025176269268908813,0.20203635246869303,2.5250752731424453,1.0,-0.03820481834293937
contextual_outcome_history,7,transfer,-1.1438558326057628,-0.06736607681530912,3.724711302948889,,-1.1438558326057624
contextual_outcome_history,8,validation,0.09894106114477441,0.31796112478882804,2.3045380486692184,1.0,0.004838668664441215
contextual_outcome_history,8,test,0.09411198552982558,0.3196218103231211,2.346511839488385,1.0,0.06656724134508166
contextual_outcome_history,8,transfer,-0.8905301491831048,-0.05301876478458277,3.284586075300179,,-0.8905301491831042
contextual_outcome_history,9,validation,0.07304284457052224,0.27187848708263235,2.3707750315283715,1.0,0.02949837144380557
contextual_outcome_history,9,test,0.062371823089693246,0.2636796880815628,2.4287280359314027,1.0,0.04784375365342028
contextual_outcome_history,9,transfer,-0.4162549177117383,-0.041419171028768985,2.4605855578666214,,-0.4162549177117381
contextual_outcome_history,10,validation,0.07060278074022852,0.26821152344731175,2.3770157109063903,1.0,0.05645722718235108
